game_pk,game_date,home_team,away_team,home_moneyline,away_moneyline,source
776818,2025-08-09,St. Louis Cardinals,Chicago Cubs,102,-130,checkbestodds
776819,2025-08-09,Atlanta Braves,Miami Marlins,-110,-110,checkbestodds
778431,2025-08-09,Atlanta Braves,Miami Marlins,-114,-106,checkbestodds
776788,2025-08-10,Los Angeles Dodgers,Toronto Blue Jays,-185,144,checkbestodds
776789,2025-08-10,San Diego Padres,Boston Red Sox,-149,123,checkbestodds
776791,2025-08-10,Seattle Mariners,Tampa Bay Rays,-192,142,checkbestodds
776793,2025-08-10,San Francisco Giants,Washington Nationals,-169,134,checkbestodds
776794,2025-08-10,Arizona Diamondbacks,Colorado Rockies,-303,208,checkbestodds
776795,2025-08-10,St. Louis Cardinals,Chicago Cubs,100,-120,checkbestodds
776796,2025-08-10,Minnesota Twins,Kansas City Royals,-115,-106,checkbestodds
776797,2025-08-10,New York Yankees,Houston Astros,-222,166,checkbestodds
776798,2025-08-10,Chicago White Sox,Cleveland Guardians,103,-125,checkbestodds
776799,2025-08-10,Milwaukee Brewers,New York Mets,-118,-103,checkbestodds
776800,2025-08-10,Texas Rangers,Philadelphia Phillies,134,-161,checkbestodds
776801,2025-08-10,Pittsburgh Pirates,Cincinnati Reds,-112,-108,checkbestodds
776803,2025-08-10,Atlanta Braves,Miami Marlins,-141,109,checkbestodds
776804,2025-08-10,Baltimore Orioles,Athletics,-122,101,checkbestodds
776806,2025-08-10,Detroit Tigers,Los Angeles Angels,-185,151,checkbestodds
776779,2025-08-11,Los Angeles Angels,Los Angeles Dodgers,133,-179,checkbestodds
776780,2025-08-11,San Francisco Giants,San Diego Padres,-135,103,checkbestodds
776781,2025-08-11,Chicago White Sox,Detroit Tigers,119,-156,checkbestodds
776782,2025-08-11,Houston Astros,Boston Red Sox,126,-167,checkbestodds
776783,2025-08-11,St. Louis Cardinals,Colorado Rockies,-208,169,checkbestodds
776784,2025-08-11,Kansas City Royals,Washington Nationals,-149,124,checkbestodds
776785,2025-08-11,Texas Rangers,Arizona Diamondbacks,-167,138,checkbestodds
776786,2025-08-11,Milwaukee Brewers,Pittsburgh Pirates,-217,176,checkbestodds
776787,2025-08-11,Athletics,Tampa Bay Rays,-110,-110,checkbestodds
776790,2025-08-11,New York Yankees,Minnesota Twins,-185,151,checkbestodds
776792,2025-08-11,Cincinnati Reds,Philadelphia Phillies,-125,103,checkbestodds
776762,2025-08-12,Athletics,Tampa Bay Rays,-110,-110,checkbestodds
776763,2025-08-12,Los Angeles Angels,Los Angeles Dodgers,135,-182,checkbestodds
776764,2025-08-12,Texas Rangers,Arizona Diamondbacks,-159,123,checkbestodds
776767,2025-08-12,San Francisco Giants,San Diego Padres,-127,-102,checkbestodds
776768,2025-08-12,Toronto Blue Jays,Chicago Cubs,-133,107,checkbestodds
776769,2025-08-12,Houston Astros,Boston Red Sox,-110,-112,checkbestodds
776770,2025-08-12,Kansas City Royals,Washington Nationals,-196,160,checkbestodds
776771,2025-08-12,Milwaukee Brewers,Pittsburgh Pirates,-149,109,checkbestodds
776772,2025-08-12,New York Mets,Atlanta Braves,-149,113,checkbestodds
776773,2025-08-12,Chicago White Sox,Detroit Tigers,141,-185,checkbestodds
776774,2025-08-12,New York Yankees,Minnesota Twins,-222,179,checkbestodds
776775,2025-08-12,St. Louis Cardinals,Colorado Rockies,-192,157,checkbestodds
776776,2025-08-12,Baltimore Orioles,Seattle Mariners,129,-161,checkbestodds
776777,2025-08-12,Cincinnati Reds,Philadelphia Phillies,113,-154,checkbestodds
776778,2025-08-12,Cleveland Guardians,Miami Marlins,-135,112,checkbestodds
776746,2025-08-13,Texas Rangers,Arizona Diamondbacks,-154,124,checkbestodds
776749,2025-08-13,San Francisco Giants,San Diego Padres,119,-156,checkbestodds
776751,2025-08-13,Athletics,Tampa Bay Rays,116,-141,checkbestodds
776752,2025-08-13,Los Angeles Angels,Los Angeles Dodgers,153,-208,checkbestodds
776753,2025-08-13,Houston Astros,Boston Red Sox,-161,120,checkbestodds
776754,2025-08-13,Chicago White Sox,Detroit Tigers,116,-149,checkbestodds
776755,2025-08-13,Milwaukee Brewers,Pittsburgh Pirates,-270,205,checkbestodds
776756,2025-08-13,New York Mets,Atlanta Braves,-213,156,checkbestodds
776757,2025-08-13,Toronto Blue Jays,Chicago Cubs,-139,106,checkbestodds
776758,2025-08-13,St. Louis Cardinals,Colorado Rockies,-238,191,checkbestodds
776759,2025-08-13,Kansas City Royals,Washington Nationals,-167,138,checkbestodds
776760,2025-08-13,New York Yankees,Minnesota Twins,-149,123,checkbestodds
776761,2025-08-13,Baltimore Orioles,Seattle Mariners,124,-149,checkbestodds
776765,2025-08-13,Cincinnati Reds,Philadelphia Phillies,103,-130,checkbestodds
776766,2025-08-13,Cleveland Guardians,Miami Marlins,-135,112,checkbestodds
776742,2025-08-14,Colorado Rockies,Arizona Diamondbacks,135,-172,checkbestodds
776743,2025-08-14,Washington Nationals,Philadelphia Phillies,142,-192,checkbestodds
776744,2025-08-14,Minnesota Twins,Detroit Tigers,156,-213,checkbestodds
776745,2025-08-14,Cleveland Guardians,Miami Marlins,-128,102,checkbestodds
776747,2025-08-14,Toronto Blue Jays,Chicago Cubs,-108,-123,checkbestodds
776748,2025-08-14,New York Mets,Atlanta Braves,-192,142,checkbestodds
776750,2025-08-14,Baltimore Orioles,Seattle Mariners,107,-130,checkbestodds
776727,2025-08-15,Los Angeles Dodgers,San Diego Padres,-141,107,checkbestodds
776728,2025-08-15,Kansas City Royals,Chicago White Sox,-200,146,checkbestodds
776729,2025-08-15,San Francisco Giants,Tampa Bay Rays,-115,-105,checkbestodds
776730,2025-08-15,Colorado Rockies,Arizona Diamondbacks,153,-200,checkbestodds
776731,2025-08-15,St. Louis Cardinals,New York Yankees,119,-147,checkbestodds
776732,2025-08-15,Minnesota Twins,Detroit Tigers,106,-139,checkbestodds
776733,2025-08-15,Houston Astros,Baltimore Orioles,-227,163,checkbestodds
776734,2025-08-15,Athletics,Los Angeles Angels,-109,-111,checkbestodds
776735,2025-08-15,Toronto Blue Jays,Texas Rangers,-110,-114,checkbestodds
776736,2025-08-15,New York Mets,Seattle Mariners,-128,106,checkbestodds
776737,2025-08-15,Chicago Cubs,Pittsburgh Pirates,-192,157,checkbestodds
776738,2025-08-15,Cleveland Guardians,Atlanta Braves,-125,101,checkbestodds
776739,2025-08-15,Washington Nationals,Philadelphia Phillies,163,-222,checkbestodds
776740,2025-08-15,Cincinnati Reds,Milwaukee Brewers,111,-145,checkbestodds
776741,2025-08-15,Boston Red Sox,Miami Marlins,-175,138,checkbestodds
776711,2025-08-16,San Francisco Giants,Tampa Bay Rays,-110,-108,checkbestodds
776712,2025-08-16,Kansas City Royals,Chicago White Sox,-152,125,checkbestodds
776713,2025-08-16,St. Louis Cardinals,New York Yankees,113,-143,checkbestodds
776715,2025-08-16,Colorado Rockies,Arizona Diamondbacks,135,-182,checkbestodds
776716,2025-08-16,Minnesota Twins,Detroit Tigers,-112,-110,checkbestodds
776717,2025-08-16,Los Angeles Dodgers,San Diego Padres,-130,-101,checkbestodds
776718,2025-08-16,Athletics,Los Angeles Angels,-125,103,checkbestodds
776719,2025-08-16,Chicago Cubs,Pittsburgh Pirates,-233,182,checkbestodds
776720,2025-08-16,Cleveland Guardians,Atlanta Braves,-112,-115,checkbestodds
776721,2025-08-16,Cincinnati Reds,Milwaukee Brewers,104,-125,checkbestodds
776722,2025-08-16,Houston Astros,Baltimore Orioles,-143,108,checkbestodds
776723,2025-08-16,Toronto Blue Jays,Texas Rangers,-179,146,checkbestodds
776724,2025-08-16,Boston Red Sox,Miami Marlins,-208,153,checkbestodds
776725,2025-08-16,Washington Nationals,Philadelphia Phillies,120,-159,checkbestodds
776726,2025-08-16,New York Mets,Seattle Mariners,-109,-111,checkbestodds
776697,2025-08-17,Los Angeles Dodgers,San Diego Padres,-145,111,checkbestodds
776698,2025-08-17,St. Louis Cardinals,New York Yankees,123,-164,checkbestodds
776699,2025-08-17,Athletics,Los Angeles Angels,-110,-110,checkbestodds
776700,2025-08-17,Minnesota Twins,Detroit Tigers,107,-130,checkbestodds
776701,2025-08-17,Colorado Rockies,Arizona Diamondbacks,116,-154,checkbestodds
776702,2025-08-17,Kansas City Royals,Chicago White Sox,-172,129,checkbestodds
776703,2025-08-17,San Francisco Giants,Tampa Bay Rays,-145,109,checkbestodds
776704,2025-08-17,Chicago Cubs,Pittsburgh Pirates,-204,157,checkbestodds
776705,2025-08-17,Houston Astros,Baltimore Orioles,-130,-101,checkbestodds
776706,2025-08-17,Cleveland Guardians,Atlanta Braves,-120,-108,checkbestodds
776707,2025-08-17,New York Mets,Seattle Mariners,-102,-120,checkbestodds
776708,2025-08-17,Washington Nationals,Philadelphia Phillies,163,-222,checkbestodds
776709,2025-08-17,Cincinnati Reds,Milwaukee Brewers,-123,-102,checkbestodds
776710,2025-08-17,Toronto Blue Jays,Texas Rangers,-120,100,checkbestodds
776714,2025-08-17,Boston Red Sox,Miami Marlins,-278,196,checkbestodds
776681,2025-08-18,Los Angeles Angels,Cincinnati Reds,-110,-118,checkbestodds
776682,2025-08-18,Arizona Diamondbacks,Cleveland Guardians,-123,-102,checkbestodds
776683,2025-08-18,San Diego Padres,San Francisco Giants,-149,125,checkbestodds
776688,2025-08-18,Miami Marlins,St. Louis Cardinals,-147,113,checkbestodds
776689,2025-08-18,Philadelphia Phillies,Seattle Mariners,-119,-106,checkbestodds
776690,2025-08-18,Kansas City Royals,Texas Rangers,-132,103,checkbestodds
776692,2025-08-18,Detroit Tigers,Houston Astros,-159,127,checkbestodds
776693,2025-08-18,Colorado Rockies,Los Angeles Dodgers,226,-312,checkbestodds
776694,2025-08-18,Pittsburgh Pirates,Toronto Blue Jays,-116,-108,checkbestodds
776695,2025-08-18,Boston Red Sox,Baltimore Orioles,-128,-102,checkbestodds
776696,2025-08-18,Atlanta Braves,Chicago White Sox,-227,172,checkbestodds
777459,2025-08-18,Chicago Cubs,Milwaukee Brewers,-119,-101,checkbestodds
776667,2025-08-19,San Diego Padres,San Francisco Giants,-204,172,checkbestodds
776668,2025-08-19,Los Angeles Angels,Cincinnati Reds,109,-141,checkbestodds
776671,2025-08-19,Colorado Rockies,Los Angeles Dodgers,220,-278,checkbestodds
776672,2025-08-19,Arizona Diamondbacks,Cleveland Guardians,-122,101,checkbestodds
776674,2025-08-19,Minnesota Twins,Athletics,-139,115,checkbestodds
776675,2025-08-19,Kansas City Royals,Texas Rangers,-105,-118,checkbestodds
776676,2025-08-19,Chicago Cubs,Milwaukee Brewers,-102,-128,checkbestodds
776677,2025-08-19,Tampa Bay Rays,New York Yankees,106,-139,checkbestodds
776678,2025-08-19,Washington Nationals,New York Mets,153,-208,checkbestodds
776679,2025-08-19,Pittsburgh Pirates,Toronto Blue Jays,114,-152,checkbestodds
776680,2025-08-19,Philadelphia Phillies,Seattle Mariners,-213,156,checkbestodds
776684,2025-08-19,Boston Red Sox,Baltimore Orioles,-149,113,checkbestodds
776685,2025-08-19,Detroit Tigers,Houston Astros,-167,126,checkbestodds
776686,2025-08-19,Miami Marlins,St. Louis Cardinals,-149,124,checkbestodds
776687,2025-08-19,Atlanta Braves,Chicago White Sox,-172,129,checkbestodds
776691,2025-08-19,Chicago Cubs,Milwaukee Brewers,-149,121,checkbestodds
776652,2025-08-20,Los Angeles Angels,Cincinnati Reds,-132,109,checkbestodds
776656,2025-08-20,San Diego Padres,San Francisco Giants,-149,113,checkbestodds
776658,2025-08-20,Arizona Diamondbacks,Cleveland Guardians,-119,-101,checkbestodds
776659,2025-08-20,Washington Nationals,New York Mets,135,-182,checkbestodds
776660,2025-08-20,Colorado Rockies,Los Angeles Dodgers,236,-303,checkbestodds
776661,2025-08-20,Pittsburgh Pirates,Toronto Blue Jays,126,-167,checkbestodds
776662,2025-08-20,Philadelphia Phillies,Seattle Mariners,-149,113,checkbestodds
776663,2025-08-20,Chicago Cubs,Milwaukee Brewers,-104,-125,checkbestodds
776664,2025-08-20,Tampa Bay Rays,New York Yankees,-119,-109,checkbestodds
776665,2025-08-20,Minnesota Twins,Athletics,-127,105,checkbestodds
776666,2025-08-20,Kansas City Royals,Texas Rangers,-127,105,checkbestodds
776669,2025-08-20,Atlanta Braves,Chicago White Sox,-200,142,checkbestodds
776670,2025-08-20,Miami Marlins,St. Louis Cardinals,-123,102,checkbestodds
776673,2025-08-20,Detroit Tigers,Houston Astros,-108,-120,checkbestodds
776631,2025-08-21,Tampa Bay Rays,St. Louis Cardinals,-101,-120,checkbestodds
776642,2025-08-21,San Diego Padres,San Francisco Giants,-189,144,checkbestodds
776644,2025-08-21,Colorado Rockies,Los Angeles Dodgers,182,-227,checkbestodds
776650,2025-08-21,Washington Nationals,New York Mets,109,-141,checkbestodds
776651,2025-08-21,Chicago Cubs,Milwaukee Brewers,-141,113,checkbestodds
776653,2025-08-21,Minnesota Twins,Athletics,-101,-119,checkbestodds
776654,2025-08-21,New York Yankees,Boston Red Sox,-152,123,checkbestodds
776655,2025-08-21,Baltimore Orioles,Houston Astros,-119,-101,checkbestodds
776657,2025-08-21,Kansas City Royals,Texas Rangers,-123,102,checkbestodds
776633,2025-08-22,Tampa Bay Rays,St. Louis Cardinals,-143,111,checkbestodds
776634,2025-08-22,Milwaukee Brewers,San Francisco Giants,-192,142,checkbestodds
776635,2025-08-22,Arizona Diamondbacks,Cincinnati Reds,-132,109,checkbestodds
776636,2025-08-22,San Diego Padres,Los Angeles Dodgers,106,-128,checkbestodds
776637,2025-08-22,Pittsburgh Pirates,Colorado Rockies,-244,175,checkbestodds
776638,2025-08-22,Seattle Mariners,Athletics,-208,169,checkbestodds
776639,2025-08-22,Chicago White Sox,Minnesota Twins,109,-132,checkbestodds
776640,2025-08-22,Los Angeles Angels,Chicago Cubs,109,-132,checkbestodds
776641,2025-08-22,Texas Rangers,Cleveland Guardians,-172,129,checkbestodds
776643,2025-08-22,Baltimore Orioles,Houston Astros,-110,-110,checkbestodds
776645,2025-08-22,Atlanta Braves,New York Mets,-114,-110,checkbestodds
776646,2025-08-22,Miami Marlins,Toronto Blue Jays,128,-164,checkbestodds
776647,2025-08-22,New York Yankees,Boston Red Sox,-217,154,checkbestodds
776648,2025-08-22,Philadelphia Phillies,Washington Nationals,-213,156,checkbestodds
776649,2025-08-22,Detroit Tigers,Kansas City Royals,-161,128,checkbestodds
776617,2025-08-23,San Diego Padres,Los Angeles Dodgers,118,-143,checkbestodds
776618,2025-08-23,Los Angeles Angels,Chicago Cubs,124,-149,checkbestodds
776619,2025-08-23,Chicago White Sox,Minnesota Twins,-112,-110,checkbestodds
776620,2025-08-23,Seattle Mariners,Athletics,-172,141,checkbestodds
776621,2025-08-23,Milwaukee Brewers,San Francisco Giants,-145,111,checkbestodds
776622,2025-08-23,Arizona Diamondbacks,Cincinnati Reds,-104,-120,checkbestodds
776623,2025-08-23,Texas Rangers,Cleveland Guardians,-128,106,checkbestodds
776625,2025-08-23,Detroit Tigers,Kansas City Royals,-125,-101,checkbestodds
776626,2025-08-23,Atlanta Braves,New York Mets,-101,-120,checkbestodds
776627,2025-08-23,New York Yankees,Boston Red Sox,-105,-123,checkbestodds
776628,2025-08-23,Philadelphia Phillies,Washington Nationals,-256,196,checkbestodds
776629,2025-08-23,Baltimore Orioles,Houston Astros,-123,-101,checkbestodds
776630,2025-08-23,Miami Marlins,Toronto Blue Jays,114,-143,checkbestodds
776632,2025-08-23,Pittsburgh Pirates,Colorado Rockies,-185,144,checkbestodds
776602,2025-08-24,Seattle Mariners,Athletics,-172,141,checkbestodds
776603,2025-08-24,San Diego Padres,Los Angeles Dodgers,-108,-112,checkbestodds
776605,2025-08-24,Los Angeles Angels,Chicago Cubs,111,-137,checkbestodds
776606,2025-08-24,Tampa Bay Rays,St. Louis Cardinals,-139,115,checkbestodds
776607,2025-08-24,Chicago White Sox,Minnesota Twins,-105,-123,checkbestodds
776608,2025-08-24,Milwaukee Brewers,San Francisco Giants,-132,108,checkbestodds
776609,2025-08-24,Arizona Diamondbacks,Cincinnati Reds,-133,109,checkbestodds
776610,2025-08-24,Pittsburgh Pirates,Colorado Rockies,-294,232,checkbestodds
776611,2025-08-24,Texas Rangers,Cleveland Guardians,-127,103,checkbestodds
776612,2025-08-24,Baltimore Orioles,Houston Astros,-139,106,checkbestodds
776613,2025-08-24,Philadelphia Phillies,Washington Nationals,-263,210,checkbestodds
776614,2025-08-24,Miami Marlins,Toronto Blue Jays,105,-137,checkbestodds
776615,2025-08-24,Detroit Tigers,Kansas City Royals,-156,129,checkbestodds
776616,2025-08-24,New York Yankees,Boston Red Sox,-175,139,checkbestodds
776624,2025-08-24,Atlanta Braves,New York Mets,112,-135,checkbestodds
776600,2025-08-25,Miami Marlins,Atlanta Braves,-102,-115,checkbestodds
776604,2025-08-25,Baltimore Orioles,Boston Red Sox,104,-125,checkbestodds
776557,2025-08-27,San Francisco Giants,Chicago Cubs,106,-139,checkbestodds
776559,2025-08-27,Athletics,Detroit Tigers,107,-130,checkbestodds
776562,2025-08-27,Los Angeles Dodgers,Cincinnati Reds,-189,142,checkbestodds
776563,2025-08-27,Texas Rangers,Los Angeles Angels,-175,138,checkbestodds
776566,2025-08-27,New York Mets,Philadelphia Phillies,-167,126,checkbestodds
776567,2025-08-27,Toronto Blue Jays,Minnesota Twins,-196,144,checkbestodds
776568,2025-08-27,St. Louis Cardinals,Pittsburgh Pirates,-182,144,checkbestodds
776569,2025-08-27,Chicago White Sox,Kansas City Royals,-101,-120,checkbestodds
776571,2025-08-27,Houston Astros,Colorado Rockies,-312,238,checkbestodds
776572,2025-08-27,Milwaukee Brewers,Arizona Diamondbacks,-147,121,checkbestodds
776579,2025-08-27,Baltimore Orioles,Boston Red Sox,112,-141,checkbestodds
776550,2025-08-28,San Francisco Giants,Chicago Cubs,-118,-110,checkbestodds
776553,2025-08-28,Milwaukee Brewers,Arizona Diamondbacks,-164,138,checkbestodds
776554,2025-08-28,St. Louis Cardinals,Pittsburgh Pirates,-123,-101,checkbestodds
776555,2025-08-28,Houston Astros,Colorado Rockies,-270,192,checkbestodds
776556,2025-08-28,Chicago White Sox,New York Yankees,163,-200,checkbestodds
776558,2025-08-28,New York Mets,Miami Marlins,-256,205,checkbestodds
776560,2025-08-28,Philadelphia Phillies,Atlanta Braves,-185,138,checkbestodds
776564,2025-08-28,Baltimore Orioles,Boston Red Sox,158,-204,checkbestodds
776533,2025-08-29,San Francisco Giants,Baltimore Orioles,-147,120,checkbestodds
776534,2025-08-29,Los Angeles Dodgers,Arizona Diamondbacks,-208,175,checkbestodds
776538,2025-08-29,Athletics,Texas Rangers,-147,121,checkbestodds
776540,2025-08-29,Kansas City Royals,Detroit Tigers,-122,-105,checkbestodds
776541,2025-08-29,Minnesota Twins,San Diego Padres,106,-128,checkbestodds
776542,2025-08-29,Colorado Rockies,Chicago Cubs,172,-238,checkbestodds
776543,2025-08-29,Houston Astros,Los Angeles Angels,-169,128,checkbestodds
776544,2025-08-29,Chicago White Sox,New York Yankees,182,-227,checkbestodds
776545,2025-08-29,Washington Nationals,Tampa Bay Rays,120,-145,checkbestodds
776546,2025-08-29,Toronto Blue Jays,Milwaukee Brewers,-135,108,checkbestodds
776547,2025-08-29,Cleveland Guardians,Seattle Mariners,133,-161,checkbestodds
776548,2025-08-29,New York Mets,Miami Marlins,-189,146,checkbestodds
776549,2025-08-29,Boston Red Sox,Pittsburgh Pirates,-123,-103,checkbestodds
776551,2025-08-29,Cincinnati Reds,St. Louis Cardinals,-135,112,checkbestodds
776552,2025-08-29,Philadelphia Phillies,Atlanta Braves,-192,156,checkbestodds
776516,2025-08-30,San Francisco Giants,Baltimore Orioles,-101,-120,checkbestodds
776523,2025-08-30,Los Angeles Dodgers,Arizona Diamondbacks,-227,183,checkbestodds
776524,2025-08-30,Athletics,Texas Rangers,109,-132,checkbestodds
776525,2025-08-30,Washington Nationals,Tampa Bay Rays,123,-159,checkbestodds
776526,2025-08-30,Colorado Rockies,Chicago Cubs,166,-217,checkbestodds
776527,2025-08-30,Toronto Blue Jays,Milwaukee Brewers,-141,116,checkbestodds
776528,2025-08-30,Kansas City Royals,Detroit Tigers,104,-125,checkbestodds
776529,2025-08-30,Chicago White Sox,New York Yankees,163,-200,checkbestodds
776530,2025-08-30,Minnesota Twins,San Diego Padres,129,-156,checkbestodds
776531,2025-08-30,Houston Astros,Los Angeles Angels,-161,129,checkbestodds
776532,2025-08-30,Philadelphia Phillies,Atlanta Braves,-145,114,checkbestodds
776535,2025-08-30,New York Mets,Miami Marlins,-185,144,checkbestodds
776536,2025-08-30,Cincinnati Reds,St. Louis Cardinals,-145,120,checkbestodds
776537,2025-08-30,Cleveland Guardians,Seattle Mariners,123,-145,checkbestodds
776539,2025-08-30,Boston Red Sox,Pittsburgh Pirates,-185,138,checkbestodds
776507,2025-08-31,San Francisco Giants,Baltimore Orioles,-152,125,checkbestodds
776508,2025-08-31,Athletics,Texas Rangers,120,-145,checkbestodds
776509,2025-08-31,Los Angeles Dodgers,Arizona Diamondbacks,-227,183,checkbestodds
776510,2025-08-31,Houston Astros,Los Angeles Angels,-175,126,checkbestodds
776511,2025-08-31,Colorado Rockies,Chicago Cubs,196,-278,checkbestodds
776512,2025-08-31,Kansas City Royals,Detroit Tigers,139,-169,checkbestodds
776513,2025-08-31,Minnesota Twins,San Diego Padres,-130,102,checkbestodds
776514,2025-08-31,Chicago White Sox,New York Yankees,138,-175,checkbestodds
776515,2025-08-31,Toronto Blue Jays,Milwaukee Brewers,-110,-110,checkbestodds
776517,2025-08-31,Boston Red Sox,Pittsburgh Pirates,-185,138,checkbestodds
776518,2025-08-31,Cincinnati Reds,St. Louis Cardinals,-149,123,checkbestodds
776519,2025-08-31,New York Mets,Miami Marlins,-208,153,checkbestodds
776520,2025-08-31,Washington Nationals,Tampa Bay Rays,112,-141,checkbestodds
776521,2025-08-31,Cleveland Guardians,Seattle Mariners,-111,-112,checkbestodds
776522,2025-08-31,Philadelphia Phillies,Atlanta Braves,-167,138,checkbestodds
776492,2025-09-01,Colorado Rockies,San Francisco Giants,116,-141,checkbestodds
776494,2025-09-01,San Diego Padres,Baltimore Orioles,-172,141,checkbestodds
776495,2025-09-01,Arizona Diamondbacks,Texas Rangers,-145,111,checkbestodds
776497,2025-09-01,St. Louis Cardinals,Athletics,-154,127,checkbestodds
776498,2025-09-01,Washington Nationals,Miami Marlins,-119,-109,checkbestodds
776499,2025-09-01,Houston Astros,Los Angeles Angels,-161,134,checkbestodds
776500,2025-09-01,Milwaukee Brewers,Philadelphia Phillies,-164,123,checkbestodds
776501,2025-09-01,Detroit Tigers,New York Mets,-105,-123,checkbestodds
776502,2025-09-01,Minnesota Twins,Chicago White Sox,-200,147,checkbestodds
776503,2025-09-01,Cincinnati Reds,Toronto Blue Jays,-128,101,checkbestodds
776504,2025-09-01,Tampa Bay Rays,Seattle Mariners,-114,-109,checkbestodds
776505,2025-09-01,Boston Red Sox,Cleveland Guardians,-149,116,checkbestodds
776506,2025-09-01,Chicago Cubs,Atlanta Braves,-127,-102,checkbestodds
776480,2025-09-02,San Diego Padres,Baltimore Orioles,-189,151,checkbestodds
776481,2025-09-02,Arizona Diamondbacks,Texas Rangers,-114,-114,checkbestodds
776482,2025-09-02,Washington Nationals,Miami Marlins,-137,105,checkbestodds
776483,2025-09-02,St. Louis Cardinals,Athletics,-106,-114,checkbestodds
776484,2025-09-02,Minnesota Twins,Chicago White Sox,-149,113,checkbestodds
776485,2025-09-02,Tampa Bay Rays,Seattle Mariners,-105,-114,checkbestodds
776486,2025-09-02,Colorado Rockies,San Francisco Giants,183,-227,checkbestodds
776487,2025-09-02,Chicago Cubs,Atlanta Braves,-182,135,checkbestodds
776488,2025-09-02,Kansas City Royals,Los Angeles Angels,-164,135,checkbestodds
776489,2025-09-02,Houston Astros,New York Yankees,-104,-116,checkbestodds
776490,2025-09-02,Detroit Tigers,New York Mets,103,-135,checkbestodds
776491,2025-09-02,Cincinnati Reds,Toronto Blue Jays,102,-133,checkbestodds
776493,2025-09-02,Boston Red Sox,Cleveland Guardians,-270,192,checkbestodds
776496,2025-09-02,Pittsburgh Pirates,Los Angeles Dodgers,138,-167,checkbestodds
776465,2025-09-03,San Diego Padres,Baltimore Orioles,-192,144,checkbestodds
776466,2025-09-03,Kansas City Royals,Los Angeles Angels,-169,146,checkbestodds
776467,2025-09-03,Colorado Rockies,San Francisco Giants,163,-200,checkbestodds
776468,2025-09-03,Arizona Diamondbacks,Texas Rangers,-128,103,checkbestodds
776469,2025-09-03,Minnesota Twins,Chicago White Sox,-182,135,checkbestodds
776470,2025-09-03,St. Louis Cardinals,Athletics,-110,-110,checkbestodds
776471,2025-09-03,Milwaukee Brewers,Philadelphia Phillies,-110,-118,checkbestodds
776472,2025-09-03,Houston Astros,New York Yankees,113,-133,checkbestodds
776473,2025-09-03,Chicago Cubs,Atlanta Braves,-152,114,checkbestodds
776474,2025-09-03,Boston Red Sox,Cleveland Guardians,-154,127,checkbestodds
776475,2025-09-03,Cincinnati Reds,Toronto Blue Jays,129,-159,checkbestodds
776476,2025-09-03,Tampa Bay Rays,Seattle Mariners,101,-132,checkbestodds
776477,2025-09-03,Washington Nationals,Miami Marlins,120,-159,checkbestodds
776478,2025-09-03,Detroit Tigers,New York Mets,-101,-119,checkbestodds
776479,2025-09-03,Pittsburgh Pirates,Los Angeles Dodgers,138,-167,checkbestodds
776458,2025-09-04,Tampa Bay Rays,Cleveland Guardians,-179,133,checkbestodds
776459,2025-09-04,Milwaukee Brewers,Philadelphia Phillies,-120,-108,checkbestodds
776461,2025-09-04,Pittsburgh Pirates,Los Angeles Dodgers,-110,-112,checkbestodds
776462,2025-09-04,Minnesota Twins,Chicago White Sox,-156,113,checkbestodds
776463,2025-09-04,Kansas City Royals,Los Angeles Angels,-159,127,checkbestodds
776464,2025-09-04,Houston Astros,New York Yankees,111,-143,checkbestodds
776442,2025-09-05,Colorado Rockies,San Diego Padres,163,-227,checkbestodds
776444,2025-09-05,Los Angeles Angels,Athletics,-154,127,checkbestodds
776445,2025-09-05,St. Louis Cardinals,San Francisco Giants,-119,-101,checkbestodds
776446,2025-09-05,Kansas City Royals,Minnesota Twins,-139,106,checkbestodds
776448,2025-09-05,Arizona Diamondbacks,Boston Red Sox,112,-135,checkbestodds
776449,2025-09-05,Texas Rangers,Houston Astros,-128,-102,checkbestodds
776450,2025-09-05,Cincinnati Reds,New York Mets,-106,-118,checkbestodds
776451,2025-09-05,Tampa Bay Rays,Cleveland Guardians,-152,120,checkbestodds
776452,2025-09-05,Detroit Tigers,Chicago White Sox,-189,147,checkbestodds
776453,2025-09-05,Pittsburgh Pirates,Milwaukee Brewers,108,-139,checkbestodds
776454,2025-09-05,Baltimore Orioles,Los Angeles Dodgers,131,-175,checkbestodds
776455,2025-09-05,Chicago Cubs,Washington Nationals,-233,166,checkbestodds
776456,2025-09-05,Miami Marlins,Philadelphia Phillies,181,-256,checkbestodds
776457,2025-09-05,New York Yankees,Toronto Blue Jays,-127,103,checkbestodds
776460,2025-09-05,Atlanta Braves,Seattle Mariners,-135,110,checkbestodds
776424,2025-09-06,Arizona Diamondbacks,Boston Red Sox,-101,-119,checkbestodds
776430,2025-09-06,Los Angeles Angels,Athletics,-122,101,checkbestodds
776431,2025-09-06,Colorado Rockies,San Diego Padres,147,-200,checkbestodds
776432,2025-09-06,Texas Rangers,Houston Astros,-123,-105,checkbestodds
776433,2025-09-06,Miami Marlins,Philadelphia Phillies,123,-164,checkbestodds
776434,2025-09-06,Kansas City Royals,Minnesota Twins,-104,-130,checkbestodds
776435,2025-09-06,Detroit Tigers,Chicago White Sox,-303,236,checkbestodds
