game_pk,game_date,home_team,away_team,home_moneyline,away_moneyline,source
777606,2025-06-07,Chicago White Sox,Kansas City Royals,116,-139,checkbestodds
777607,2025-06-07,Pittsburgh Pirates,Philadelphia Phillies,113,-141,checkbestodds
777608,2025-06-07,Cleveland Guardians,Houston Astros,101,-120,checkbestodds
777609,2025-06-07,Detroit Tigers,Chicago Cubs,-102,-122,checkbestodds
777610,2025-06-07,Washington Nationals,Texas Rangers,135,-175,checkbestodds
777611,2025-06-07,Tampa Bay Rays,Miami Marlins,-159,131,checkbestodds
777612,2025-06-07,Cincinnati Reds,Arizona Diamondbacks,-110,-112,checkbestodds
777582,2025-06-08,St. Louis Cardinals,Los Angeles Dodgers,106,-139,checkbestodds
777583,2025-06-08,Colorado Rockies,New York Mets,208,-286,checkbestodds
777585,2025-06-08,Minnesota Twins,Toronto Blue Jays,-200,147,checkbestodds
777586,2025-06-08,Milwaukee Brewers,San Diego Padres,-196,160,checkbestodds
777587,2025-06-08,San Francisco Giants,Atlanta Braves,112,-139,checkbestodds
777588,2025-06-08,Athletics,Baltimore Orioles,113,-120,checkbestodds
777589,2025-06-08,Los Angeles Angels,Seattle Mariners,104,-128,checkbestodds
777590,2025-06-08,Chicago White Sox,Kansas City Royals,-103,-123,checkbestodds
777591,2025-06-08,Cleveland Guardians,Houston Astros,-152,112,checkbestodds
777592,2025-06-08,Tampa Bay Rays,Miami Marlins,-250,178,checkbestodds
777593,2025-06-08,New York Yankees,Boston Red Sox,-244,188,checkbestodds
777594,2025-06-08,Detroit Tigers,Chicago Cubs,-128,-102,checkbestodds
777596,2025-06-08,Washington Nationals,Texas Rangers,105,-133,checkbestodds
777602,2025-06-08,Cincinnati Reds,Arizona Diamondbacks,-102,-128,checkbestodds
777574,2025-06-09,Pittsburgh Pirates,Miami Marlins,-130,102,checkbestodds
777575,2025-06-09,Milwaukee Brewers,Atlanta Braves,136,-172,checkbestodds
777576,2025-06-09,Los Angeles Angels,Athletics,-143,114,checkbestodds
777577,2025-06-09,Arizona Diamondbacks,Seattle Mariners,-172,136,checkbestodds
777578,2025-06-09,Philadelphia Phillies,Chicago Cubs,-128,-102,checkbestodds
777579,2025-06-09,San Diego Padres,Los Angeles Dodgers,104,-132,checkbestodds
777580,2025-06-09,Cleveland Guardians,Cincinnati Reds,-175,143,checkbestodds
777581,2025-06-09,St. Louis Cardinals,Toronto Blue Jays,-128,101,checkbestodds
777584,2025-06-09,Boston Red Sox,Tampa Bay Rays,-108,-115,checkbestodds
777557,2025-06-10,Minnesota Twins,Texas Rangers,-132,104,checkbestodds
777558,2025-06-10,St. Louis Cardinals,Toronto Blue Jays,-122,-102,checkbestodds
777559,2025-06-10,Arizona Diamondbacks,Seattle Mariners,-152,114,checkbestodds
777560,2025-06-10,San Diego Padres,Los Angeles Dodgers,-112,-110,checkbestodds
777563,2025-06-10,Colorado Rockies,San Francisco Giants,158,-217,checkbestodds
777564,2025-06-10,Los Angeles Angels,Athletics,-169,135,checkbestodds
777565,2025-06-10,Boston Red Sox,Tampa Bay Rays,-114,-111,checkbestodds
777566,2025-06-10,Pittsburgh Pirates,Miami Marlins,-164,125,checkbestodds
777567,2025-06-10,Houston Astros,Chicago White Sox,-175,140,checkbestodds
777568,2025-06-10,Milwaukee Brewers,Atlanta Braves,108,-139,checkbestodds
777569,2025-06-10,Cleveland Guardians,Cincinnati Reds,-106,-114,checkbestodds
777570,2025-06-10,New York Mets,Washington Nationals,-156,121,checkbestodds
777571,2025-06-10,Philadelphia Phillies,Chicago Cubs,-108,-114,checkbestodds
777572,2025-06-10,Kansas City Royals,New York Yankees,149,-204,checkbestodds
777573,2025-06-10,Baltimore Orioles,Detroit Tigers,-143,108,checkbestodds
777542,2025-06-11,Los Angeles Angels,Athletics,-161,129,checkbestodds
777543,2025-06-11,San Diego Padres,Los Angeles Dodgers,125,-156,checkbestodds
777545,2025-06-11,St. Louis Cardinals,Toronto Blue Jays,-143,108,checkbestodds
777547,2025-06-11,Colorado Rockies,San Francisco Giants,179,-192,checkbestodds
777548,2025-06-11,Arizona Diamondbacks,Seattle Mariners,-120,-104,checkbestodds
777549,2025-06-11,Cleveland Guardians,Cincinnati Reds,101,-118,checkbestodds
777550,2025-06-11,Houston Astros,Chicago White Sox,-172,133,checkbestodds
777551,2025-06-11,Kansas City Royals,New York Yankees,103,-125,checkbestodds
777552,2025-06-11,Pittsburgh Pirates,Miami Marlins,-161,133,checkbestodds
777553,2025-06-11,Philadelphia Phillies,Chicago Cubs,-111,-114,checkbestodds
777554,2025-06-11,Milwaukee Brewers,Atlanta Braves,147,-200,checkbestodds
777555,2025-06-11,New York Mets,Washington Nationals,-286,222,checkbestodds
777556,2025-06-11,Minnesota Twins,Texas Rangers,-152,121,checkbestodds
777561,2025-06-11,Boston Red Sox,Tampa Bay Rays,-132,-103,checkbestodds
777562,2025-06-11,Baltimore Orioles,Detroit Tigers,-152,116,checkbestodds
777532,2025-06-12,Milwaukee Brewers,St. Louis Cardinals,116,-132,checkbestodds
777533,2025-06-12,Minnesota Twins,Texas Rangers,-152,120,checkbestodds
777534,2025-06-12,Colorado Rockies,San Francisco Giants,161,-208,checkbestodds
777536,2025-06-12,Kansas City Royals,New York Yankees,107,-130,checkbestodds
777540,2025-06-12,Baltimore Orioles,Detroit Tigers,163,-208,checkbestodds
777541,2025-06-12,Chicago Cubs,Pittsburgh Pirates,-217,163,checkbestodds
777544,2025-06-12,New York Mets,Washington Nationals,-213,156,checkbestodds
777546,2025-06-12,Houston Astros,Chicago White Sox,-303,220,checkbestodds
777520,2025-06-13,Seattle Mariners,Cleveland Guardians,-116,-111,checkbestodds
777521,2025-06-13,Arizona Diamondbacks,San Diego Padres,-141,113,checkbestodds
777522,2025-06-13,Los Angeles Dodgers,San Francisco Giants,-196,153,checkbestodds
777524,2025-06-13,Texas Rangers,Chicago White Sox,-172,129,checkbestodds
777525,2025-06-13,Milwaukee Brewers,St. Louis Cardinals,-172,133,checkbestodds
777526,2025-06-13,Chicago Cubs,Pittsburgh Pirates,-118,-110,checkbestodds
777527,2025-06-13,Houston Astros,Minnesota Twins,-105,-118,checkbestodds
777528,2025-06-13,New York Mets,Tampa Bay Rays,-175,135,checkbestodds
777529,2025-06-13,Kansas City Royals,Athletics,-167,138,checkbestodds
777530,2025-06-13,Washington Nationals,Miami Marlins,-110,-112,checkbestodds
777531,2025-06-13,Philadelphia Phillies,Toronto Blue Jays,-110,-118,checkbestodds
777535,2025-06-13,Atlanta Braves,Colorado Rockies,-345,294,checkbestodds
777537,2025-06-13,Boston Red Sox,New York Yankees,-139,112,checkbestodds
777538,2025-06-13,Detroit Tigers,Cincinnati Reds,-145,113,checkbestodds
777539,2025-06-13,Baltimore Orioles,Los Angeles Angels,-192,147,checkbestodds
777506,2025-06-14,Los Angeles Dodgers,San Francisco Giants,-185,142,checkbestodds
777507,2025-06-14,Seattle Mariners,Cleveland Guardians,-147,112,checkbestodds
777508,2025-06-14,Texas Rangers,Chicago White Sox,-303,238,checkbestodds
777509,2025-06-14,Philadelphia Phillies,Toronto Blue Jays,-161,131,checkbestodds
777510,2025-06-14,Houston Astros,Minnesota Twins,-104,-116,checkbestodds
777511,2025-06-14,Kansas City Royals,Athletics,-161,131,checkbestodds
777512,2025-06-14,Milwaukee Brewers,St. Louis Cardinals,-141,107,checkbestodds
777513,2025-06-14,Chicago Cubs,Pittsburgh Pirates,-244,181,checkbestodds
777514,2025-06-14,Washington Nationals,Miami Marlins,-132,103,checkbestodds
777515,2025-06-14,Arizona Diamondbacks,San Diego Padres,-167,129,checkbestodds
777516,2025-06-14,Boston Red Sox,New York Yankees,136,-179,checkbestodds
777517,2025-06-14,Detroit Tigers,Cincinnati Reds,-192,147,checkbestodds
777518,2025-06-14,New York Mets,Tampa Bay Rays,-145,117,checkbestodds
777519,2025-06-14,Baltimore Orioles,Los Angeles Angels,-159,129,checkbestodds
777523,2025-06-14,Atlanta Braves,Colorado Rockies,-370,263,checkbestodds
777491,2025-06-15,Arizona Diamondbacks,San Diego Padres,-141,114,checkbestodds
777492,2025-06-15,Milwaukee Brewers,St. Louis Cardinals,-141,113,checkbestodds
777493,2025-06-15,Texas Rangers,Chicago White Sox,-154,120,checkbestodds
777494,2025-06-15,Houston Astros,Minnesota Twins,-122,100,checkbestodds
777495,2025-06-15,Seattle Mariners,Cleveland Guardians,-128,-104,checkbestodds
777496,2025-06-15,Kansas City Royals,Athletics,-154,129,checkbestodds
777497,2025-06-15,Chicago Cubs,Pittsburgh Pirates,-152,121,checkbestodds
777498,2025-06-15,Los Angeles Dodgers,San Francisco Giants,-189,149,checkbestodds
777499,2025-06-15,Philadelphia Phillies,Toronto Blue Jays,-175,140,checkbestodds
777500,2025-06-15,Boston Red Sox,New York Yankees,142,-179,checkbestodds
777501,2025-06-15,Baltimore Orioles,Los Angeles Angels,-115,-108,checkbestodds
777502,2025-06-15,New York Mets,Tampa Bay Rays,-164,123,checkbestodds
777503,2025-06-15,Washington Nationals,Miami Marlins,-159,120,checkbestodds
777504,2025-06-15,Atlanta Braves,Colorado Rockies,-370,243,checkbestodds
777505,2025-06-15,Detroit Tigers,Cincinnati Reds,-200,147,checkbestodds
777483,2025-06-16,Miami Marlins,Philadelphia Phillies,-109,-114,checkbestodds
777484,2025-06-16,Tampa Bay Rays,Baltimore Orioles,-114,-111,checkbestodds
777485,2025-06-16,Athletics,Houston Astros,-105,-115,checkbestodds
777486,2025-06-16,Seattle Mariners,Boston Red Sox,-175,140,checkbestodds
777487,2025-06-16,New York Yankees,Los Angeles Angels,-200,153,checkbestodds
777488,2025-06-16,Washington Nationals,Colorado Rockies,-167,126,checkbestodds
777490,2025-06-16,Los Angeles Dodgers,San Diego Padres,-182,135,checkbestodds
777467,2025-06-17,Chicago White Sox,St. Louis Cardinals,101,-132,checkbestodds
777468,2025-06-17,Texas Rangers,Kansas City Royals,-132,101,checkbestodds
777469,2025-06-17,Athletics,Houston Astros,104,-125,checkbestodds
777471,2025-06-17,Los Angeles Dodgers,San Diego Padres,-244,175,checkbestodds
777472,2025-06-17,San Francisco Giants,Cleveland Guardians,-161,114,checkbestodds
777473,2025-06-17,Seattle Mariners,Boston Red Sox,-159,120,checkbestodds
777475,2025-06-17,Detroit Tigers,Pittsburgh Pirates,-213,163,checkbestodds
777476,2025-06-17,New York Yankees,Los Angeles Angels,-256,210,checkbestodds
777477,2025-06-17,Tampa Bay Rays,Baltimore Orioles,-110,-112,checkbestodds
777478,2025-06-17,Cincinnati Reds,Minnesota Twins,-130,102,checkbestodds
777479,2025-06-17,Toronto Blue Jays,Arizona Diamondbacks,-133,105,checkbestodds
777480,2025-06-17,Washington Nationals,Colorado Rockies,-208,149,checkbestodds
777481,2025-06-17,Miami Marlins,Philadelphia Phillies,140,-182,checkbestodds
777482,2025-06-17,Chicago Cubs,Milwaukee Brewers,-164,123,checkbestodds
777489,2025-06-17,Atlanta Braves,New York Mets,-147,114,checkbestodds
777453,2025-06-18,Seattle Mariners,Boston Red Sox,-102,-125,checkbestodds
777454,2025-06-18,San Francisco Giants,Cleveland Guardians,-137,126,checkbestodds
777456,2025-06-18,Athletics,Houston Astros,133,-161,checkbestodds
777457,2025-06-18,Los Angeles Dodgers,San Diego Padres,-200,161,checkbestodds
777460,2025-06-18,Texas Rangers,Kansas City Royals,110,-139,checkbestodds
777461,2025-06-18,Washington Nationals,Colorado Rockies,-156,121,checkbestodds
777462,2025-06-18,Toronto Blue Jays,Arizona Diamondbacks,-115,-112,checkbestodds
777463,2025-06-18,Tampa Bay Rays,Baltimore Orioles,-127,102,checkbestodds
777465,2025-06-18,Miami Marlins,Philadelphia Phillies,153,-204,checkbestodds
777466,2025-06-18,New York Yankees,Los Angeles Angels,-256,204,checkbestodds
777470,2025-06-18,Atlanta Braves,New York Mets,-222,169,checkbestodds
777474,2025-06-18,Cincinnati Reds,Minnesota Twins,-135,108,checkbestodds
777440,2025-06-19,San Francisco Giants,Cleveland Guardians,-179,146,checkbestodds
777441,2025-06-19,Athletics,Houston Astros,120,-133,checkbestodds
777442,2025-06-19,Los Angeles Dodgers,San Diego Padres,-278,196,checkbestodds
777443,2025-06-19,Texas Rangers,Kansas City Royals,-130,105,checkbestodds
777444,2025-06-19,Miami Marlins,Philadelphia Phillies,113,-149,checkbestodds
777445,2025-06-19,Washington Nationals,Colorado Rockies,-179,133,checkbestodds
777446,2025-06-19,Tampa Bay Rays,Baltimore Orioles,-137,109,checkbestodds
777447,2025-06-19,Chicago White Sox,St. Louis Cardinals,139,-169,checkbestodds
777448,2025-06-19,Toronto Blue Jays,Arizona Diamondbacks,-159,144,checkbestodds
777449,2025-06-19,New York Yankees,Los Angeles Angels,-294,217,checkbestodds
777450,2025-06-19,Chicago Cubs,Milwaukee Brewers,-135,106,checkbestodds
777451,2025-06-19,Detroit Tigers,Pittsburgh Pirates,-370,277,checkbestodds
777452,2025-06-19,Cincinnati Reds,Minnesota Twins,-120,-108,checkbestodds
777455,2025-06-19,Atlanta Braves,New York Mets,-141,107,checkbestodds
777458,2025-06-19,Chicago White Sox,St. Louis Cardinals,139,-169,checkbestodds
777464,2025-06-19,Detroit Tigers,Pittsburgh Pirates,-370,277,checkbestodds
777425,2025-06-20,San Francisco Giants,Boston Red Sox,-135,108,checkbestodds
777426,2025-06-20,San Diego Padres,Kansas City Royals,-169,140,checkbestodds
777427,2025-06-20,Los Angeles Dodgers,Washington Nationals,-200,147,checkbestodds
777428,2025-06-20,Los Angeles Angels,Houston Astros,140,-182,checkbestodds
777429,2025-06-20,Athletics,Cleveland Guardians,102,-123,checkbestodds
777430,2025-06-20,Colorado Rockies,Arizona Diamondbacks,126,-167,checkbestodds
777431,2025-06-20,Tampa Bay Rays,Detroit Tigers,-111,-114,checkbestodds
777432,2025-06-20,Pittsburgh Pirates,Texas Rangers,153,-200,checkbestodds
777433,2025-06-20,St. Louis Cardinals,Cincinnati Reds,-152,118,checkbestodds
777434,2025-06-20,Minnesota Twins,Milwaukee Brewers,-161,127,checkbestodds
777435,2025-06-20,Toronto Blue Jays,Chicago White Sox,-196,149,checkbestodds
777436,2025-06-20,Chicago Cubs,Seattle Mariners,-147,117,checkbestodds
777437,2025-06-20,Philadelphia Phillies,New York Mets,-200,153,checkbestodds
777438,2025-06-20,New York Yankees,Baltimore Orioles,-370,243,checkbestodds
777439,2025-06-20,Miami Marlins,Atlanta Braves,125,-164,checkbestodds
777410,2025-06-21,Colorado Rockies,Arizona Diamondbacks,163,-204,checkbestodds
777411,2025-06-21,Athletics,Cleveland Guardians,115,-139,checkbestodds
777412,2025-06-21,Minnesota Twins,Milwaukee Brewers,-137,109,checkbestodds
777413,2025-06-21,San Diego Padres,Kansas City Royals,-154,120,checkbestodds
777414,2025-06-21,Los Angeles Angels,Houston Astros,-127,100,checkbestodds
777415,2025-06-21,St. Louis Cardinals,Cincinnati Reds,-196,153,checkbestodds
777416,2025-06-21,Los Angeles Dodgers,Washington Nationals,-286,222,checkbestodds
777417,2025-06-21,San Francisco Giants,Boston Red Sox,-123,-102,checkbestodds
777418,2025-06-21,Toronto Blue Jays,Chicago White Sox,-222,163,checkbestodds
777419,2025-06-21,Chicago Cubs,Seattle Mariners,-172,133,checkbestodds
777420,2025-06-21,Tampa Bay Rays,Detroit Tigers,-143,114,checkbestodds
777421,2025-06-21,Pittsburgh Pirates,Texas Rangers,-116,-111,checkbestodds
777422,2025-06-21,New York Yankees,Baltimore Orioles,-169,140,checkbestodds
777423,2025-06-21,Philadelphia Phillies,New York Mets,-102,-128,checkbestodds
777424,2025-06-21,Miami Marlins,Atlanta Braves,129,-167,checkbestodds
777395,2025-06-22,San Francisco Giants,Boston Red Sox,-175,135,checkbestodds
777396,2025-06-22,San Diego Padres,Kansas City Royals,-130,-101,checkbestodds
777397,2025-06-22,Los Angeles Angels,Houston Astros,-108,-115,checkbestodds
777398,2025-06-22,Los Angeles Dodgers,Washington Nationals,-270,192,checkbestodds
777399,2025-06-22,Colorado Rockies,Arizona Diamondbacks,135,-169,checkbestodds
777400,2025-06-22,Athletics,Cleveland Guardians,-104,-116,checkbestodds
777401,2025-06-22,Minnesota Twins,Milwaukee Brewers,-137,111,checkbestodds
777402,2025-06-22,Miami Marlins,Atlanta Braves,126,-167,checkbestodds
777403,2025-06-22,Chicago Cubs,Seattle Mariners,102,-122,checkbestodds
777404,2025-06-22,Pittsburgh Pirates,Texas Rangers,-115,-104,checkbestodds
777405,2025-06-22,Philadelphia Phillies,New York Mets,-128,101,checkbestodds
777406,2025-06-22,New York Yankees,Baltimore Orioles,-217,163,checkbestodds
777407,2025-06-22,St. Louis Cardinals,Cincinnati Reds,-109,-116,checkbestodds
777408,2025-06-22,Toronto Blue Jays,Chicago White Sox,-213,161,checkbestodds
777409,2025-06-22,Tampa Bay Rays,Detroit Tigers,-112,-112,checkbestodds
777381,2025-06-23,Los Angeles Angels,Boston Red Sox,-103,-123,checkbestodds
777382,2025-06-23,San Diego Padres,Washington Nationals,-192,147,checkbestodds
777388,2025-06-23,Minnesota Twins,Seattle Mariners,105,-135,checkbestodds
777389,2025-06-23,New York Mets,Atlanta Braves,114,-149,checkbestodds
777390,2025-06-23,Cincinnati Reds,New York Yankees,-101,-127,checkbestodds
777391,2025-06-23,Milwaukee Brewers,Pittsburgh Pirates,-167,133,checkbestodds
777392,2025-06-23,St. Louis Cardinals,Chicago Cubs,-102,-123,checkbestodds
777393,2025-06-23,Chicago White Sox,Arizona Diamondbacks,112,-143,checkbestodds
777394,2025-06-23,Baltimore Orioles,Texas Rangers,-135,106,checkbestodds
777364,2025-06-24,San Francisco Giants,Miami Marlins,-175,142,checkbestodds
777372,2025-06-24,San Diego Padres,Washington Nationals,-175,140,checkbestodds
777373,2025-06-24,St. Louis Cardinals,Chicago Cubs,-110,-118,checkbestodds
777374,2025-06-24,Milwaukee Brewers,Pittsburgh Pirates,-222,163,checkbestodds
777375,2025-06-24,Minnesota Twins,Seattle Mariners,-110,-112,checkbestodds
777376,2025-06-24,Los Angeles Angels,Boston Red Sox,129,-172,checkbestodds
777377,2025-06-24,Houston Astros,Philadelphia Phillies,-149,123,checkbestodds
777378,2025-06-24,Kansas City Royals,Tampa Bay Rays,-152,121,checkbestodds
777379,2025-06-24,Colorado Rockies,Los Angeles Dodgers,185,-263,checkbestodds
777380,2025-06-24,Baltimore Orioles,Texas Rangers,-123,100,checkbestodds
777383,2025-06-24,Chicago White Sox,Arizona Diamondbacks,100,-123,checkbestodds
777384,2025-06-24,Cleveland Guardians,Toronto Blue Jays,105,-132,checkbestodds
777385,2025-06-24,Cincinnati Reds,New York Yankees,135,-169,checkbestodds
777386,2025-06-24,Detroit Tigers,Athletics,-323,252,checkbestodds
777387,2025-06-24,New York Mets,Atlanta Braves,112,-139,checkbestodds
777355,2025-06-25,San Francisco Giants,Miami Marlins,-233,175,checkbestodds
777357,2025-06-25,St. Louis Cardinals,Chicago Cubs,123,-164,checkbestodds
777358,2025-06-25,Colorado Rockies,Los Angeles Dodgers,227,-312,checkbestodds
777359,2025-06-25,Kansas City Royals,Tampa Bay Rays,107,-137,checkbestodds
777360,2025-06-25,San Diego Padres,Washington Nationals,-143,108,checkbestodds
777361,2025-06-25,Milwaukee Brewers,Pittsburgh Pirates,-114,-111,checkbestodds
777362,2025-06-25,Los Angeles Angels,Boston Red Sox,-127,107,checkbestodds
777363,2025-06-25,Minnesota Twins,Seattle Mariners,-122,-104,checkbestodds
777365,2025-06-25,Baltimore Orioles,Texas Rangers,125,-156,checkbestodds
777366,2025-06-25,Houston Astros,Philadelphia Phillies,128,-164,checkbestodds
777367,2025-06-25,Cincinnati Reds,New York Yankees,163,-213,checkbestodds
777368,2025-06-25,Cleveland Guardians,Toronto Blue Jays,-125,103,checkbestodds
777369,2025-06-25,New York Mets,Atlanta Braves,-143,112,checkbestodds
777370,2025-06-25,Chicago White Sox,Arizona Diamondbacks,120,-159,checkbestodds
777371,2025-06-25,Detroit Tigers,Athletics,-182,149,checkbestodds
777344,2025-06-26,Colorado Rockies,Los Angeles Dodgers,222,-286,checkbestodds
777347,2025-06-26,San Francisco Giants,Miami Marlins,-192,142,checkbestodds
777348,2025-06-26,St. Louis Cardinals,Chicago Cubs,108,-139,checkbestodds
777350,2025-06-26,Houston Astros,Philadelphia Phillies,-156,119,checkbestodds
777351,2025-06-26,Detroit Tigers,Athletics,-159,129,checkbestodds
777352,2025-06-26,New York Mets,Atlanta Braves,-128,-103,checkbestodds
777353,2025-06-26,Kansas City Royals,Tampa Bay Rays,-101,-123,checkbestodds
