Id,year,date,name,course,City,State,Lat,Long,Course Par,Winning Score,CutLine,day0,day0low,day0high,day0avg,day0precip,day0wind,day1,day1low,day1high,day1avg,day1precip,day1wind,day2,day2low,day2high,day2avg,day2precip,day2wind
172019,2019,Feb 14 - 17,Genesis Open,"Riviera Country Club - Pacific Palisades, CA. ",Pacific Palisades,CA,34.05,-118.53,71,-14,0,2/13/2019,51.98,57.92,54.5,0.090551181,11.2798,2/14/2019,53.06,62.96,58.46,1.681102362,13.812,2/15/2019,46.94,57.92,51.98,0.12992126,4.7191
172020,2020,Jan 23 - 26,Farmers Insurance Open,"Torrey Pines (North Course) - La Jolla, CA. Torrey Pines (South Course) - La Jolla, CA. ",La Jolla,CA,32.84,-117.27,72,-15,-1,1/22/2020,48.92,64.94,56.12,0,8.7476,1/23/2020,46.04,71.96,56.66,0,10.4741,1/24/2020,46.04,73.04,57.92,0,7.0211
172021,2021,Jan 14 - 17,Sony Open in Hawaii,"Waialae Country Club - Honolulu, HI. ",Honolulu,HI,21.3,-157.86,70,-21,-4,1/13/2021,69.98,82.94,77.36,0,13.6969,1/14/2021,69.98,84.02,76.46,0,10.8194,1/15/2021,69.08,86,75.74,0,9.8986
182009,2009,Apr 23 - 26,Zurich Classic of New Orleans,"TPC Louisiana - Avondale, LA. ",Avondale,LA,47.42,-53.19,72,-14,3,4/22/2009,31.46,34.34,32.9,0,0,4/23/2009,33.8,35.06,34.52,0,0,4/24/2009,31.1,34.7,32.9,0,0
182010,2010,Apr 22 - 25,Zurich Classic of New Orleans,"TPC Louisiana - Avondale, LA. ",Avondale,LA,47.42,-53.19,72,-18,-1,4/21/2010,35.6,42.8,39.2,0.311023622,0,4/22/2010,37.4,46.4,41.9,0.413385827,0,4/23/2010,32,39.2,35.6,0.015748031,0
182013,2013,Apr 25 - 28,Zurich Classic of New Orleans,"TPC Louisiana - Avondale, LA. ",Avondale,LA,47.42,-53.19,72,-20,-3,4/24/2013,26.6,66.2,46.4,0,0,4/25/2013,44.6,50,47.3,0,0,4/26/2013,37.4,50,43.7,0,0
182016,2016,Mar 10 - 13,Valspar Championship,"Innisbrook Resort (Copperhead Course) - Palm Harbor, FL. ",Palm Harbor,FL,28.09,-82.76,71,-7,3,3/9/2016,64.04,82.04,72.5,0,22.5596,3/10/2016,66.02,84.92,73.4,0,22.6747,3/11/2016,66.92,82.94,72.68,0,19.2217
182017,2017,Mar 9 - 12,Valspar Championship,"Innisbrook Resort (Copperhead Course) - Palm Harbor, FL. ",Palm Harbor,FL,28.09,-82.76,71,-14,0,3/8/2017,62.06,80.06,70.34,0,10.9345,3/9/2017,62.96,82.04,70.7,0,11.2798,3/10/2017,62.06,78.08,69.98,0,12.3157
182020,2020,Jan 30 - Feb 2,Waste Management Phoenix Open,"TPC Scottsdale (Stadium Course) - Scottsdale, AZ. ",Scottsdale,AZ,33.49,-111.93,71,-17,-1,1/29/2020,44.96,64.04,53.96,0,4.8342,1/30/2020,46.94,66.92,57.2,0,7.8268,1/31/2020,44.96,71.06,58.82,0,7.1362
182021,2021,Jan 21 - 24,The American Express,"Jack Nicklaus Tournament Course - La Quinta, CA. Pete Dye Stadium Course - La Quinta, CA. ",La Quinta,CA,33.68,-116.3,72,-23,-4,1/20/2021,55.04,66.02,60.62,0.07480315,8.9778,1/21/2021,51.08,75.02,62.96,0,9.4382,1/22/2021,41,66.02,55.04,0,9.4382
182022,2022,Feb 10 - 13,WM Phoenix Open,"TPC Scottsdale (Stadium Course) - Scottsdale, AZ. ",Scottsdale,AZ,33.49,-111.93,71,-16,-2,2/9/2022,48.02,78.08,64.58,0,6.5607,2/10/2022,51.98,80.06,68.36,0,10.9345,2/11/2022,48.02,78.98,63.14,0,4.2587
192009,2009,Apr 30 - May 3,Quail Hollow Championship,"Quail Hollow Club - Charlotte, NC. ",Charlotte,NC,35.23,-80.84,72,-11,0,4/29/2009,55.94,82.04,68.9,0,12.4308,4/30/2009,59,78.98,68.36,0,11.6251,2009-4-31,64.04,82.04,71.6,0,21.9841
192010,2010,Apr 29 - May 2,Wells Fargo Championship,"Quail Hollow Club - Charlotte, NC. ",Charlotte,NC,35.23,-80.84,72,-15,1,4/28/2010,39.92,66.92,53.6,0,9.5533,4/29/2010,37.94,73.04,57.56,0,7.0211,4/30/2010,46.04,82.04,65.84,0,12.4308
192013,2013,May 2 - 5,Wells Fargo Championship,"Quail Hollow Club - Charlotte, NC. ",Charlotte,NC,35.23,-80.84,72,-8,2,5/1/2013,51.08,64.94,60.08,0.019685039,17.0348,5/2/2013,57.02,64.04,59.18,0.090551181,19.1066,5/3/2013,55.04,68,60.98,0,22.3294
192014,2014,Mar 13 - 16,Valspar Championship,"Innisbrook Resort (Copperhead Course) - Palm Harbor, FL. ",Palm Harbor,FL,28.09,-82.76,71,-7,3,3/12/2014,66.92,75.92,71.42,0.251968504,25.322,3/13/2014,53.06,66.92,59.9,0,27.7391,3/14/2014,53.06,73.94,62.42,0,9.5533
192015,2015,Mar 12 - 15,Valspar Championship,"Innisbrook Resort (Copperhead Course) - Palm Harbor, FL. ",Palm Harbor,FL,28.09,-82.76,71,-10,1,3/11/2015,71.06,86,76.82,0,16.8046,3/12/2015,73.04,87.08,77.36,0.090551181,15.3083,3/13/2015,71.06,86,76.82,0.011811024,21.4086
192016,2016,Mar 17 - 20,Arnold Palmer Invitational presented by MasterCard,"Arnold Palmer's Bay Hill Club & Lodge - Orlando, FL. ",Orlando,FL,28.54,-81.38,72,-17,0,3/16/2016,69.08,87.98,77.72,0,16.8046,3/17/2016,68,87.98,75.38,0,15.1932,3/18/2016,66.92,86,75.38,0,11.0496
192017,2017,Mar 16 - 19,Arnold Palmer Invitational presented by Mastercard,"Arnold Palmer's Bay Hill Club & Lodge - Orlando, FL. ",Orlando,FL,28.54,-81.38,72,-11,3,3/15/2017,44.96,60.08,52.52,0,15.3083,3/16/2017,42.08,64.04,51.8,0,12.3157,3/17/2017,44.96,71.96,58.28,0,9.6684
192021,2021,Jan 28 - 31,Farmers Insurance Open,"Torrey Pines (North Course) - La Jolla, CA. Torrey Pines (South Course) - La Jolla, CA. ",La Jolla,CA,32.84,-117.27,72,-14,-1,1/27/2021,41,60.98,48.92,0,11.7402,1/28/2021,39.92,66.02,52.88,0.039370079,10.8194,1/29/2021,44.96,59,50.54,1.303149606,11.9704
192022,2022,Feb 17 - 20,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA. ",Pacific Palisades,CA,34.05,-118.53,71,-19,0,2/16/2022,48.92,64.94,55.94,0,12.661,2/17/2022,46.04,71.06,59.36,0,14.5026,2/18/2022,44.06,75.92,59.18,0,4.604
202009,2009,May 7 - 10,THE PLAYERS Championship,"TPC Sawgrass (THE PLAYERS Stadium Course) - Ponte Vedra Beach, FL. ",Ponte Vedra Beach,FL,30.24,-81.39,72,-12,0,5/6/2009,68,82.94,75.2,0.051181102,13.2365,5/7/2009,66.02,89.96,76.64,0,7.4815,5/8/2009,62.96,91.94,77,0,8.2872
202010,2010,May 6 - 9,THE PLAYERS Championship,"TPC Sawgrass (THE PLAYERS Stadium Course) - Ponte Vedra Beach, FL. ",Ponte Vedra Beach,FL,30.24,-81.39,72,-16,-2,5/5/2010,71.96,84.02,76.1,0.031496063,4.9493,5/6/2010,69.98,89.06,77.54,0,10.8194,5/7/2010,64.04,89.96,77.9,0,9.8986
202013,2013,May 9 - 12,THE PLAYERS Championship,"TPC Sawgrass (THE PLAYERS Stadium Course) - Ponte Vedra Beach, FL. ",Ponte Vedra Beach,FL,30.24,-81.39,72,-13,0,5/8/2013,57.02,82.04,70.52,0,8.2872,5/9/2013,62.06,84.92,72.68,0,9.0929,5/10/2013,60.98,87.08,74.48,0,10.8194
202014,2014,Mar 20 - 23,Arnold Palmer Invitational presented by MasterCard,"Arnold Palmer's Bay Hill Club & Lodge - Orlando, FL. ",Orlando,FL,28.54,-81.38,72,-13,2,3/19/2014,57.92,78.08,65.84,0,11.7402,3/20/2014,60.08,80.06,67.82,0,9.8986,3/21/2014,62.96,80.96,70.88,0,15.0781
202015,2015,Mar 19 - 22,Arnold Palmer Invitational presented by MasterCard,"Arnold Palmer's Bay Hill Club & Lodge - Orlando, FL. ",Orlando,FL,28.54,-81.38,72,-19,-2,3/18/2015,66.92,86,75.02,0,15.7687,3/19/2015,69.98,84.02,75.92,0,12.3157,3/20/2015,69.08,87.98,76.82,0,8.7476
202019,2019,Feb 28 - Mar 3,The Honda Classic,"PGA National Resort & Spa (The Champion) - Palm Beach Gardens, FL. ",Palm Beach Gardens,FL,26.82,-80.14,70,-9,2,2/27/2019,68,82.94,74.66,0.188976378,14.5026,2/28/2019,64.94,78.98,71.06,0,11.6251,2019-2-29,62.06,80.96,71.96,0,10.8194
202020,2020,Feb 13 - 16,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA. ",Pacific Palisades,CA,34.05,-118.53,71,-11,1,2/12/2020,41,64.04,53.06,0,4.9493,2/13/2020,42.08,69.98,54.86,0,4.2587,2/14/2020,42.08,71.06,55.94,0,4.7191
202021,2021,Feb 4 - 7,Waste Management Phoenix Open,"TPC Scottsdale (Stadium Course) - Scottsdale, AZ. ",Scottsdale,AZ,33.49,-111.93,71,-19,-3,2/3/2021,62.06,78.08,68.54,0,5.4097,2/4/2021,53.06,71.06,62.6,0,7.4815,2/5/2021,44.96,66.92,55.76,0,4.0285
202022,2022,Feb 24 - 27,The Honda Classic,"PGA National Resort & Spa (The Champion) - Palm Beach Gardens, FL. ",Palm Beach Gardens,FL,26.82,-80.14,70,-10,2,2/23/2022,68.18,82.4,74.3,0.035433071,13.0063,2/24/2022,67.64,84.2,74.12,0.007874016,12.7761,2/25/2022,68.18,80.6,73.4,0,11.8553
212009,2009,May 14 - 17,Valero Texas Open,"LaCantera GC - San Antonio, TX. ",San Antonio,TX,29.42,-98.5,70,-15,-1,5/13/2009,75.2,98.42,84.56,0,30.2713,5/14/2009,76.1,92.66,82.4,0,27.0485,5/15/2009,74.48,93.02,82.22,0.200787402,23.9408
212010,2010,May 13 - 16,Valero Texas Open,"TPC San Antonio (Oaks Course) - San Antonio, TX. ",San Antonio,TX,29.42,-98.5,72,-14,3,5/12/2010,71.06,90.32,79.7,0,28.1995,5/13/2010,73.76,86.9,79.52,0,25.2069,5/14/2010,63.68,77.36,70.16,2.720472441,20.3727
212013,2013,May 16 - 19,HP Byron Nelson Championship,"TPC Four Seasons Resort - Irving, TX. ",Irving,TX,32.83,-96.94,70,-13,0,5/15/2013,62.96,80.06,75.02,2.059055118,30.2713,5/16/2013,64.04,82.94,71.42,0,19.4519,5/17/2013,73.94,91.94,80.42,0,21.5237
